provider_id,fraud_risk_score,risk_band
1400NR,0.04299306139579765,LOW
1400PC,0.24241007903480588,LOW
1400PS,0.1004623034475311,LOW
1400QD,0.5652758885329005,LOW
1400QT,0.014877170880824792,LOW
1400RG,0.5906411880918512,LOW
1400RU,0.7167520700766422,LOW
1400SH,0.0354813324550327,LOW
1400SV,0.01605088357776208,LOW
1400TA,0.012329935140576575,LOW
1400UB,0.32743762911825414,LOW
1400VC,0.018459238767836658,LOW
1400WN,0.0617081754361414,LOW
1400XG,0.1902317872864394,LOW
1400XP,0.20964797126471976,LOW
1400YH,0.3760758416207166,LOW
1400YQ,0.08586416385209548,LOW
1400ZA,0.1466880772640325,LOW
1400ZJ,0.044348168495157575,LOW
1400ZR,0.06744047130380763,LOW
14016G,0.21614564401114317,LOW
14016U,0.6738163859659613,LOW
14018H,0.6597238511553377,LOW
14018Q,0.022478900287322422,LOW
1401AH,0.16616707833251335,LOW
1401AV,0.5406266321223684,LOW
1401BA,0.5533139565364698,LOW
1401BJ,0.16951652943983717,LOW
1401CB,0.057094030301824625,LOW
1401CK,0.15078022522325008,LOW
1401DC,0.005981494970752549,LOW
1401DM,0.24900191910821184,LOW
1401GD,0.14979610843401167,LOW
1401GN,0.548523638015845,LOW
1401HG,0.13347972543408546,LOW
1401HP,0.20107291195618412,LOW
1401JJ,0.01774686687071313,LOW
1401JR,0.6293649802767145,LOW
1401KK,0.015314830335201252,LOW
1401KS,0.12128711378320892,LOW
1401NN,0.3375489654441782,LOW
1401NU,0.08782930004465309,LOW
1401PG,0.06976895938795234,LOW
1401PP,0.14997406017622583,LOW
1401PV,0.021985993160007627,LOW
1401QA,0.19667098597226126,LOW
1401QH,0.10505343556352266,LOW
1401QQ,0.07983710396341498,LOW
1401RB,0.010729251942564135,LOW
1401RJ,0.40517738453642577,LOW
1401RR,0.8974628728582679,MEDIUM
1401SK,0.010300547983974664,LOW
1401SS,0.03643450941925355,LOW
1401TM,0.15776103549795725,LOW
1401TT,0.03400596297802051,LOW
1401UU,0.2570569635559802,LOW
1401VP,0.3094106809113859,LOW
1401VV,0.12666815658183192,LOW
1401WA,0.026348437600348676,LOW
1401WQ,0.12271894913328996,LOW
1401XB,0.8585433073518638,MEDIUM
1401YC,0.07398708427620723,LOW
1401YS,0.7226574596696482,LOW
1401ZD,0.7140378459949728,LOW
1401ZT,0.7825898979730382,LOW
14026D,0.5161978967404084,LOW
14026N,0.39904564255541103,LOW
14028P,0.04536420647123651,LOW
14028V,0.0062925252703567285,LOW
1402AG,0.10714159014970313,LOW
1402AP,0.02137387898216432,LOW
1402BH,0.02355199904896564,LOW
1402BQ,0.06045976444825541,LOW
1402CJ,0.21059748620958496,LOW
1402CR,0.6501706092210485,LOW
1402DK,0.005884811558547017,LOW
1402DS,0.12288391357102513,LOW
1402GM,0.5158240932172348,LOW
1402GT,0.2850323958251113,LOW
1402HN,0.10054469952072863,LOW
1402HU,0.5646879592976618,LOW
1402JQ,0.8758865524642983,MEDIUM
1402KR,0.011568925160677467,LOW
1402MS,0.07619929047435627,LOW
1402NT,0.5901239159897251,LOW
1402PU,0.06127842450755183,LOW
1402QV,0.4444145187442863,LOW
1402RA,0.1512179709436604,LOW
1402SB,0.6360160347552698,LOW
1402TC,0.07715237750311156,LOW
1402UD,0.016786142105363045,LOW
1402VG,0.023623490030726037,LOW
1402XA,0.521307930317149,LOW
1402XJ,0.3219210857274371,LOW
1402YB,0.038171376593012014,LOW
1402YK,0.5454110505634552,LOW
1402ZC,0.006810145053529044,LOW
1402ZM,0.5575990688370799,LOW
1403TK,0.009790773333015907,LOW
1403UM,0.025453613639233486,LOW
1410AC,0.02810440287890945,LOW
1410DP,0.012342239069645863,LOW
1410GA,0.04010537670009551,LOW
1410GH,0.028116028680711735,LOW
1410JM,0.05236884749771555,LOW
1410MV,0.014747292593140136,LOW
1410SG,0.04635794231913294,LOW
1410SP,0.022885081561910343,LOW
1410UA,0.05246265605536927,LOW
14136D,0.04108806720352672,LOW
14138G,0.03329994216355171,LOW
14138P,0.013803062764577304,LOW
14138V,0.02137387898216432,LOW
1413AG,0.0315657685905453,LOW
1413AP,0.09968780463191859,LOW
1413BH,0.17416183109940367,LOW
1413BQ,0.04010537670009551,LOW
1413CJ,0.010304376660518876,LOW
1413CR,0.07759577680226275,LOW
1413DK,0.1048868240996898,LOW
1413DS,0.00717358084006841,LOW
1413GM,0.06618327336217304,LOW
1413GT,0.07466630267311561,LOW
1413HD,0.015694687605793525,LOW
1413HN,0.005514229188225294,LOW
1413HU,0.05510463961869993,LOW
1413JA,0.01895312935633999,LOW
1413JH,0.20540761780883027,LOW
1413JQ,0.021568831270408203,LOW
1413KB,0.10792830328732775,LOW
1413KJ,0.15514844202629724,LOW
1413KR,0.009005304239424316,LOW
1413MC,0.05307910219364089,LOW
1413MK,0.04968428650854125,LOW
1413MS,0.042013102686924896,LOW
1413NM,0.134625884933584,LOW
1413NT,0.036986256424830784,LOW
1413PN,0.044235892217414294,LOW
1413PU,0.07202371581130483,LOW
1413QP,0.06619846212833735,LOW
1413QV,0.026457102849974466,LOW
1413RA,0.007622078564352947,LOW
1413RQ,0.03331799587623629,LOW
1413SB,0.13551032503739932,LOW
1413SR,0.02119127021473031,LOW
1413TS,0.016968202041312365,LOW
1413UT,0.008677634483232636,LOW
1413VU,0.24653215963361644,LOW
1413WH,0.11962260629953135,LOW
1413WV,0.03785045251930117,LOW
1413XJ,0.037359215276460904,LOW
1413YB,0.009935276724320352,LOW
1413ZC,0.3353251830042666,LOW
1413ZM,0.24017866647441338,LOW
14186R,0.023867466127820237,LOW
1418CU,0.019264490598976485,LOW
1418DV,0.037171653448845834,LOW
1418HB,0.0054347211597965805,LOW
1418JT,0.006797755047435763,LOW
1418PB,0.038370135798883695,LOW
1418TH,0.014054882418355591,LOW
1418WC,0.009731192224492573,LOW
1418XN,0.03304122464962096,LOW
14196M,0.01855286477825225,LOW
1419CA,0.026521869950588202,LOW
1419KA,0.021507437277776563,LOW
1419MR,0.027075889105216123,LOW
1419NC,0.027640734776529206,LOW
1419NS,0.030392789592645693,LOW
1419QG,0.04009683616827012,LOW
1419TS,0.03472738608841945,LOW
1419YR,0.01373725210071888,LOW
1419ZC,0.020957430952653747,LOW
1420YU,0.1939921108811784,LOW
1420ZV,0.04607938961651834,LOW
1423BP,0.010975533303354048,LOW
1423JV,0.04538394504058865,LOW
1425AD,0.010826641651949605,LOW
1425BH,0.050000950402555346,LOW
1425BP,0.036330951403966485,LOW
1425BV,0.012895967450156231,LOW
1425DR,0.01838734890774934,LOW
1425HD,0.034885755794027175,LOW
1425JQ,0.04752085478411451,LOW
1425KJ,0.03592529343534105,LOW
1425MK,0.014119063114885345,LOW
1425QG,0.03597574841834057,LOW
1425QP,0.04113946415729433,LOW
1425RH,0.030697281293649785,LOW
1425RQ,0.013546950906117464,LOW
1425RV,0.06292623614789464,LOW
1425SA,0.014655949827336229,LOW
1425TC,0.03597574841834057,LOW
1425TK,0.05246265605536927,LOW
1425TS,0.02137387898216432,LOW
1425WG,0.005500322228123212,LOW
1425XA,0.010583440152167741,LOW
1425YK,0.020655718835538735,LOW
1425ZC,0.005807357790324997,LOW
1425ZK,0.01814059498266799,LOW
1425ZS,0.013310827334227122,LOW
14266M,0.014747292593140136,LOW
14268N,0.04538394504058865,LOW
14268P,0.018885111581313896,LOW
1426AG,0.04010537670009551,LOW
1426AU,0.014747292593140136,LOW
1426BP,0.01067550872969262,LOW
1426HT,0.018467559554017576,LOW
1426KA,0.038370135798883695,LOW
1426RH,0.03044238814144224,LOW
1426TK,0.04538394504058865,LOW
1426UT,0.044348168495157575,LOW
1426WG,0.023558335381959502,LOW
1426XQ,0.016225295943530293,LOW
1426YR,0.035230060023231376,LOW
1426ZB,0.0210115864494918,LOW
1426ZK,0.045203577191474685,LOW
1427PD,0.023427905303682522,LOW
1427SJ,0.04538394504058865,LOW
1427VN,0.044348168495157575,LOW
1430AA,0.20253361831347128,LOW
1430BB,0.5006836560810572,LOW
1430CC,0.02991684842552335,LOW
1434MC,0.010692242989717594,LOW
1435PG,0.04010537670009551,LOW
1435QH,0.017729896842160267,LOW
1435RJ,0.014790065807239162,LOW
1438AC,0.02207484725378671,LOW
1438CG,0.02413203420242678,LOW
1438DV,0.033590090321091545,LOW
1438RN,0.01967495357716087,LOW
1438RU,0.022564788227443084,LOW
1439PN,0.026425503091916245,LOW
14856S,0.018119405306223278,LOW
1489UC,0.011067914753479872,LOW
14HTJW,0.007840921128558654,LOW
14S0GM,0.18122381652506034,LOW
14S0RA,0.17370603145700053,LOW
14S1TN,0.777436992437041,LOW
14S2AA,0.10154169454685878,LOW
14S2GG,0.33768879192579704,LOW
14T0HD,0.14946505278007322,LOW
14T0JH,0.7927015782836215,LOW
14T0PN,0.1862705545405703,LOW
14T0QP,0.37793446343396764,LOW
14T1GU,0.20323242227606467,LOW
14T1JB,0.27250766660375236,LOW
14T1MD,0.20299376196945026,LOW
14T1QJ,0.29571009600870957,LOW
14T2SJ,0.2790463896919239,LOW
15006A,0.03520536109608642,LOW
15006H,0.3113430162896425,LOW
15006Q,0.02967657432089618,LOW
15008B,0.8170453194958129,LOW
15008R,0.11558883353307245,LOW
1500AB,0.21752202127689732,LOW
1500AJ,0.03867304719595764,LOW
1500AR,0.0027569907398717463,LOW
1500BC,0.2158049546624112,LOW
1500BK,0.6361123214547812,LOW
1500BS,0.18696546596798022,LOW
1500CD,0.5323109977721717,LOW
1500CM,0.012810141321499349,LOW
1500CT,0.4204450714569683,LOW
1500DG,0.0191517295000512,LOW
1500DN,0.15053925936989415,LOW
1500DU,0.15007371274394235,LOW
1500GP,0.15285402995611697,LOW
1500HA,0.04359529684689435,LOW
1500HQ,0.07513894240749901,LOW
1500JC,0.047499274139628664,LOW
1500JS,0.022159991922024284,LOW
1500KD,0.6877956954510186,LOW
1500KT,0.3003728168745645,LOW
1500MU,0.6066535306289489,LOW
1500NH,0.4495807855890508,LOW
1500PA,0.14683810639185013,LOW
1500PJ,0.22844027911371442,LOW
1500QB,0.7487286958523641,LOW
1500QK,0.4520594784518418,LOW
1500RC,0.04367907621932692,LOW
1500RM,0.11339126653710555,LOW
1500SD,0.11689805557029534,LOW
1500TG,0.061745858583636994,LOW
1500TP,0.18806060133107172,LOW
1500UH,0.006819568061553836,LOW
1500UQ,0.03799270711727752,LOW
1500VJ,0.0721788834202465,LOW
1500VR,0.2778427909041871,LOW
1500WB,0.5679917335435858,LOW
1500WK,0.22456986356471081,LOW
1500WS,0.621560987434728,LOW
1500XC,0.3277155714741442,LOW
1500XM,0.004761139342352105,LOW
1500XT,0.36522602379812,LOW
1500YD,0.043582840730120434,LOW
1500YN,0.005773365128703722,LOW
1500YU,0.08047484088692455,LOW
1500ZG,0.24964828132054245,LOW
1500ZP,0.10486824129431997,LOW
1500ZV,0.3562825792036751,LOW
15016B,0.09699749429889709,LOW
15016R,0.6498143388903547,LOW
15018C,0.011521295585372836,LOW
15018M,0.13013479511815923,LOW
1501AC,0.05037206721670101,LOW
1501AS,0.223763606221985,LOW
1501BD,0.012744222271525009,LOW
1501BT,0.19520380836655543,LOW
1501CG,0.012324425712010745,LOW
1501CU,0.010417447759244084,LOW
1501DH,0.08238276697553792,LOW
1501DV,0.02570866890073248,LOW
1501GA,0.39007960798193086,LOW
1501GJ,0.006791577825562909,LOW
1501HB,0.10086265515177682,LOW
1501HK,0.583582036488695,LOW
1501JD,0.2012995247275795,LOW
1501JN,0.058646441070852075,LOW
1501KG,0.5944879885418619,LOW
1501KP,0.01636806155297558,LOW
1501MQ,0.6272195253042385,LOW
1501NJ,0.036713264371979096,LOW
1501NR,0.02287587218706717,LOW
1501PK,0.06598265917221238,LOW
1501PS,0.3627323169558807,LOW
1501QM,0.042601041139986084,LOW
1501RN,0.09141280086960006,LOW
1501SP,0.3113622009205444,LOW
1501TQ,0.02522799358189742,LOW
1501UR,0.3949853639499287,LOW
1501WT,0.04269449643908804,LOW
1501XU,0.07338681014613549,LOW
1501YP,0.04505365856853556,LOW
1501YV,0.18290161710685196,LOW
1501ZA,0.7074056896527384,LOW
1501ZQ,0.030375735745766373,LOW
15136U,0.1156528922966751,LOW
15138H,0.01637528183975314,LOW
15138V,0.15095265586420933,LOW
1513AV,0.1625319695440843,LOW
1513BA,0.02916291286789654,LOW
1513CB,0.2886642017966081,LOW
1513DC,0.04609528070232239,LOW
1513GD,0.03771025640140918,LOW
1513HG,0.014076112866112054,LOW
1513JA,0.027998070967060584,LOW
1513JJ,0.07370981191027613,LOW
1513KB,0.1819942593835998,LOW
1513KK,0.01281828330271838,LOW
1513MC,0.18668572141573392,LOW
1513MM,0.026398095946829233,LOW
1513ND,0.047970908953978986,LOW
1513NN,0.03371262222559366,LOW
1513PG,0.14586688824899244,LOW
1513PP,0.022221265789228506,LOW
1513QH,0.07842215442073908,LOW
1513QQ,0.20323242227606467,LOW
1513RJ,0.11304228633998302,LOW
1513RR,0.04470380908698064,LOW
1513SK,0.022505435820718542,LOW
1513SS,0.017069554712415776,LOW
1513TM,0.07069516275519777,LOW
1513TT,0.00704517444490063,LOW
1513UU,0.01569339435206883,LOW
1513VP,0.14846678232809374,LOW
1513VV,0.01591981613774193,LOW
1513WQ,0.213441824949807,LOW
1513XR,0.050575866986668216,LOW
1513YS,0.04588960422614114,LOW
1513ZT,0.0439521781828233,LOW
15258U,0.025201055353957565,LOW
1525CA,0.012495210996903221,LOW
1525CJ,0.02456722389755962,LOW
1525GK,0.017828420211035995,LOW
1525HN,0.0047243407284257586,LOW
1525KA,0.012704954403528304,LOW
1525NT,0.04402822014965136,LOW
1525QU,0.004771575842432823,LOW
1525QV,0.016180198298860308,LOW
1525RH,0.04895662325050127,LOW
1525RQ,0.03844972092404057,LOW
1525SR,0.054650134995125076,LOW
1525TC,0.01519921644596126,LOW
1525TK,0.05246265605536927,LOW
1525WH,0.012410513866426751,LOW
1525XA,0.06239018639862007,LOW
1525XH,0.016393375097460482,LOW
1525ZS,0.061452579743960144,LOW
1526AJ,0.022980477673157987,LOW
1526GP,0.037171653448845834,LOW
1526NP,0.04538394504058865,LOW
1526TU,0.09860004349403285,LOW
1526XC,0.03931086859670094,LOW
1530US,0.011148689506976589,LOW
1530WU,0.3450823606564917,LOW
1530YA,0.1607821411984213,LOW
1538AD,0.03553725974388298,LOW
1538CV,0.005185706441500514,LOW
1538RG,0.01773710392022754,LOW
1538TJ,0.09440068562571036,LOW
1538WN,0.006277975182166129,LOW
1539HU,0.021423846120276847,LOW
1540JG,0.244385285288185,LOW
1540PC,0.046546485539859656,LOW
1540TJ,0.18263965473525925,LOW
15S0PR,0.1688517747816138,LOW
15T06Q,0.10980963310672173,LOW
15T0BC,0.30423671378386224,LOW
15T0CT,0.18263965473525925,LOW
15T0SN,0.2739623786177117,LOW
15T0XT,0.19094447148235533,LOW
15T0ZV,0.15060571051634633,LOW
15T16K,0.23851483439489068,LOW
15T1AM,0.2536742977048005,LOW
16006A,0.5444994494437916,LOW
16008K,0.3139538863302565,LOW
1600BC,0.5641010139691327,LOW
1600CD,0.5373839313660197,LOW
1600DG,0.21999221087698162,LOW
1600GH,0.8372828015951325,LOW
1600HA,0.1743738873484979,LOW
1600JC,0.1450069642716093,LOW
1600KD,0.20329513293602938,LOW
1600MG,0.38572474848458554,LOW
1600NH,0.16439753084410946,LOW
1600PJ,0.15581904731500051,LOW
1600RM,0.07548085079157459,LOW
1600SN,0.010207601538315885,LOW
1600TP,0.3982860635518523,LOW
1600UQ,0.3007706853605178,LOW
1600VR,0.011888929482812324,LOW
1600WS,0.05816935862244635,LOW
1600XT,0.104100152739745,LOW
1600YU,0.11866108985329492,LOW
1600ZV,0.5775104645701988,LOW
16018U,0.10196974720804328,LOW
1601DR,0.29530995227353474,LOW
1601GS,0.03156022088271194,LOW
1601HT,0.06718801886751037,LOW
1601JV,0.12401680052643696,LOW
1601KA,0.23334198994206024,LOW
1601MB,0.283372092633769,LOW
1601NC,0.39237542768827477,LOW
1601RH,0.04969879725430495,LOW
16136N,0.015325741043049642,LOW
16136U,0.11964128232596384,LOW
16138H,0.04197005874599502,LOW
16138P,0.04227161513409294,LOW
16138Q,0.017035954812343223,LOW
16138V,0.016379903601378098,LOW
1613AH,0.0207508795018689,LOW
1613AP,0.028967832469993304,LOW
1613AV,0.010058702070926724,LOW
1613BA,0.01085551000610945,LOW
1613BJ,0.040825625899586555,LOW
1613BQ,0.2626111205105804,LOW
1613CB,0.023427905303682522,LOW
1613CK,0.10760496103814053,LOW
1613CR,0.019207875939501972,LOW
1613DC,0.020507956441589068,LOW
1613DK,0.009429283549028769,LOW
1613DM,0.036004988545970076,LOW
1613DS,0.021670631439356765,LOW
1613GD,0.004236891220662956,LOW
1613GT,0.09820428719568257,LOW
1613HG,0.015681011556824262,LOW
1613HN,0.05747931357445945,LOW
1613JA,0.0839987672108953,LOW
1613JJ,0.010250768128552638,LOW
1613JQ,0.09181535233504715,LOW
1613JR,0.025933052571599557,LOW
1613KB,0.018189210141050235,LOW
1613KK,0.05550460134568098,LOW
1613KR,0.024789725511795195,LOW
1613MC,0.053064661098268226,LOW
1613MM,0.05510463961869993,LOW
1613MS,0.05811785857091732,LOW
1613MT,0.04688435362225504,LOW
1613ND,0.04392493707291187,LOW
1613NN,0.16191547610265564,LOW
1613NT,0.005621360402188928,LOW
1613NU,0.06345767126270177,LOW
1613PG,0.029494512482954923,LOW
1613PP,0.03315327616313869,LOW
1613PU,0.08001421676088807,LOW
1613PV,0.033636198454451746,LOW
1613QA,0.10215534089733218,LOW
1613QH,0.031782528978514656,LOW
1613QQ,0.021554448127294575,LOW
1613QV,0.042494325273964226,LOW
1613RA,0.01758870355477717,LOW
1613RJ,0.010834972978056643,LOW
1613RR,0.009539818235213913,LOW
1613SC,0.029810707533946077,LOW
1613SK,0.056986925748989,LOW
1613SS,0.25362686597245965,LOW
1613TD,0.0319561811316786,LOW
1613UN,0.13751871625881346,LOW
1613UU,0.012848638605271199,LOW
1613VG,0.017875064842843544,LOW
1613VP,0.024608944820489878,LOW
1613VV,0.002024266640434402,LOW
1613WA,0.015292676653725757,LOW
1613WH,0.004388885685018355,LOW
1613WQ,0.136444129391289,LOW
1613XJ,0.011819982327224502,LOW
1613XR,0.006784697255635748,LOW
1613YC,0.0266175924427886,LOW
1613ZD,0.20215275495025248,LOW
1613ZM,0.015533150156028217,LOW
1613ZT,0.07071668628283703,LOW
16236N,0.05051889086945901,LOW
1623CR,0.019085665990763365,LOW
1625CR,0.019684099892172208,LOW
1625HU,0.03044238814144224,LOW
1625RJ,0.006179623043183474,LOW
1634NU,0.041356232273236544,LOW
1634SS,0.05510463961869993,LOW
1634TD,0.038370135798883695,LOW
1635GS,0.013414390833503754,LOW
1635UC,0.01664332390571614,LOW
1635VD,0.01989645669143658,LOW
1638AH,0.025741658836231647,LOW
1651QM,0.04624118025142392,LOW
16856A,0.11953063001566115,LOW
16S0CR,0.14860160275501383,LOW
16T0TR,0.1774463550783666,LOW
16T0US,0.7623682617930865,LOW
16T1DK,0.1575424297896559,LOW
17006G,0.05166978460270312,LOW
17008H,0.1274253293225626,LOW
17008Q,0.3101195276019284,LOW
1700AH,0.13929758601216138,LOW
1700BJ,0.025933052571599557,LOW
1700CK,0.12348877438311243,LOW
1700DM,0.08183528686956577,LOW
1700GN,0.0037951482204402662,LOW
1700HG,0.16853608384315885,LOW
1700HP,0.2010429088006943,LOW
1700JJ,0.9789016301536114,HIGH
1700KK,0.03670064409321072,LOW
1700NN,0.16688013088632953,LOW
1700PP,0.07336040977588267,LOW
1700RR,0.0887285530753883,LOW
1700SS,0.014711961479035965,LOW
1700TT,0.12368273933827169,LOW
1700UU,0.1874089085706425,LOW
1700VV,0.06007130555896488,LOW
1700WA,0.2773177380939479,LOW
1700YC,0.011227776708051664,LOW
1700ZD,0.013141101064557148,LOW
17016H,0.30503011129658375,LOW
17018J,0.08831453097888936,LOW
17018R,0.012216906891509994,LOW
1701AA,0.1395513710030463,LOW
1701AJ,0.6421164103945992,LOW
1701BB,0.005234925239084438,LOW
1701BK,0.11544320618727613,LOW
1701CC,0.23506522476970335,LOW
1701CM,0.03597574841834057,LOW
1701DD,0.010425654293626452,LOW
1701DN,0.0908253392645003,LOW
1701GG,0.04520524056128868,LOW
1701GP,0.081519044753896,LOW
1701HH,0.0026827447765087804,LOW
1701HQ,0.22265349766686574,LOW
1701JK,0.00810919918813025,LOW
1701JS,0.14839153393849597,LOW
1701KM,0.01836951075368609,LOW
1701KT,0.1952780844710396,LOW
1701MN,0.1319405794375522,LOW
1701NP,0.012202264285153112,LOW
1701PQ,0.01027075564836514,LOW
1701QR,0.01461275183912802,LOW
1701RS,0.015580325447231294,LOW
1701ST,0.26394079663647024,LOW
1701TU,0.2578791724161857,LOW
1701UV,0.07227827612829668,LOW
1701VA,0.0861126795463056,LOW
1701WB,0.12426514802738266,LOW
1701XC,0.096267319405421,LOW
1701YD,0.007672838132020473,LOW
1701ZG,0.010124878896714436,LOW
17136A,0.030275632858227704,LOW
17136J,0.011472956741562177,LOW
17136Q,0.024629931528550583,LOW
17138B,0.030201929600523866,LOW
17138C,0.06526150751042559,LOW
17138K,0.051310154095939545,LOW
17138S,0.07134166549442321,LOW
1713AB,0.007303169248119878,LOW
1713AR,0.02701344591681197,LOW
1713AS,0.023109616854664842,LOW
1713BC,0.01858626563636807,LOW
1713BM,0.01336863495767717,LOW
1713BS,0.036153043056161197,LOW
1713BT,0.042565640868010124,LOW
1713CD,0.01620097338058595,LOW
1713CN,0.020349832057236335,LOW
1713CU,0.012425522553495853,LOW
1713DG,0.04624118025142392,LOW
1713DP,0.025651886115883746,LOW
1713DU,0.03280720950581118,LOW
1713DV,0.011503549319409898,LOW
1713GA,0.024947904258790496,LOW
1713GH,0.0167010758771743,LOW
1713GQ,0.028685538030827927,LOW
1713GV,0.17370603145700053,LOW
1713HA,0.009597458520466007,LOW
1713HJ,0.012239759744720677,LOW
1713HR,0.01223304368229961,LOW
1713JC,0.03175870805507379,LOW
1713JD,0.01718337107782364,LOW
1713JT,0.012351643757561686,LOW
1713KN,0.025562416447218402,LOW
1713KU,0.04368727181523018,LOW
1713MG,0.044348168495157575,LOW
1713MH,0.018152773571972335,LOW
1713MP,0.023242534435526575,LOW
1713MV,0.03643450941925355,LOW
1713NA,0.013812274597026426,LOW
1713NH,0.10634687124232281,LOW
1713NJ,0.028220097898981063,LOW
1713NQ,0.03670757550996707,LOW
1713PB,0.08404070513437738,LOW
1713PK,0.017309671908558675,LOW
1713PR,0.01669506237057489,LOW
1713QC,0.015583567660983524,LOW
1713QK,0.014580363145877002,LOW
1713QM,0.027431546721539656,LOW
1713RD,0.023427905303682522,LOW
1713SG,0.016710822073789933,LOW
1713SN,0.015185202178266558,LOW
1713SU,0.02628625352855727,LOW
1713TP,0.014514829100693342,LOW
1713TV,0.00195875995035959,LOW
1713UJ,0.01853825270475101,LOW
1713UQ,0.02207484725378671,LOW
1713VB,0.09578450665623632,LOW
1713VR,0.004368547126229699,LOW
1713WC,0.07811407094815616,LOW
1713WS,0.015596517482691495,LOW
1713XN,0.05510463961869993,LOW
1713XT,0.008061253118485802,LOW
1713YG,0.008594510984610363,LOW
1713YP,0.00717358084006841,LOW
1713YU,0.04568847322841347,LOW
1713ZH,0.01683415214294794,LOW
1713ZQ,0.02438632404706615,LOW
1713ZV,0.05246265605536927,LOW
1720AS,0.7978245817518584,LOW
1725HB,0.015585300561316885,LOW
1725JT,0.023777199011263316,LOW
1725NA,0.022300428809422894,LOW
1725QM,0.010947931373133274,LOW
1730JK,0.374029718521153,LOW
1730MN,0.3155392198564175,LOW
1734GK,0.052661764874545554,LOW
1738KH,0.055747620717822556,LOW
1765ND,0.026975906440602892,LOW
1789NH,0.0143110506131689,LOW
1789RT,0.03587388758845847,LOW
17S1XA,0.23059479912029376,LOW
17T0QK,0.15677230960000815,LOW
17T0RM,0.03643450941925355,LOW
17T1YK,0.348129208696065,LOW
17YCYA,0.018381417197222076,LOW
18006C,0.20233499339665995,LOW
18006M,0.2069529664826956,LOW
18008N,0.1015464010790627,LOW
18008U,0.1476288092825776,LOW
1800AD,0.6247819765336386,LOW
1800AN,0.12611170483442297,LOW
1800BG,0.43362694108236377,LOW
1800BP,0.24826795255540637,LOW
1800CH,0.14322354551285543,LOW
1800CQ,0.11666895121730886,LOW
1800DJ,0.11432525094574733,LOW
1800DR,0.2408664328146544,LOW
1800GK,0.04049841100542498,LOW
1800GS,0.19442905592984572,LOW
1800HM,0.0878941596959425,LOW
1800HT,0.1575514899952476,LOW
1800JP,0.012787454412236311,LOW
1800JV,0.018196883684287117,LOW
1800KA,0.459062551262587,LOW
1800KQ,0.021848139642119513,LOW
1800MB,0.13256435547650378,LOW
1800MR,0.1506815274307582,LOW
1800NC,0.10199430315644371,LOW
1800PD,0.13314147074540608,LOW
1800QG,0.09183735832818828,LOW
1800QU,0.22826211111765474,LOW
1800RH,0.05019117806647104,LOW
1800RV,0.24138725483837226,LOW
1800SA,0.6801813366970549,LOW
1800SJ,0.035715461410116146,LOW
1800TB,0.06448625282865313,LOW
1800TK,0.7793976946520997,LOW
1800UC,0.025849225590951843,LOW
1800UM,0.20764419179365262,LOW
1800VD,0.0439272344197562,LOW
1800VN,0.09726741064646621,LOW
1800WG,0.02333161989431981,LOW
1800WP,0.7326404471347776,LOW
1800XH,0.23989249222640222,LOW
1800XQ,0.18039999704204723,LOW
1800YA,0.016217218223501653,LOW
1800YJ,0.012522387527065717,LOW
1800YR,0.0026212852114295923,LOW
1800ZB,0.1971513906150955,LOW
1800ZK,0.011060973735136178,LOW
1800ZS,0.07758495500351839,LOW
18016Q,0.1323703231245507,LOW
18018R,0.025223313733173495,LOW
1801AR,0.055875013507429266,LOW
1801HQ,0.16589473032831117,LOW
1801JS,0.040023013952697,LOW
1801KT,0.09340035510123208,LOW
1801MU,0.021248249722247845,LOW
1801NV,0.011188117197759452,LOW
1801PA,0.0635018653571885,LOW
1801QB,0.016616984013303703,LOW
1801RC,0.5465473568397913,LOW
1801SD,0.3106088910527671,LOW
1801TG,0.18970341843188537,LOW
1801UH,0.19580087562834458,LOW
1801VJ,0.14153219237855064,LOW
1801WK,0.042783708461774685,LOW
1801XM,0.3965814234073107,LOW
1801YN,0.04463503105184864,LOW
1801ZP,0.02007840197403809,LOW
18136C,0.08837318495257093,LOW
18138N,0.03087924039565132,LOW
1813AD,0.04758591152979051,LOW
1813BG,0.06635490589266226,LOW
1813CH,0.024397869146001016,LOW
1813DJ,0.10785349692016409,LOW
1813GK,0.06932667887168015,LOW
1813HM,0.022665368467129746,LOW
1813JP,0.05290264974855568,LOW
1813KQ,0.04694590524453004,LOW
1813PT,0.04671302358069247,LOW
1813QN,0.024540329032171352,LOW
1813QU,0.010366304382927013,LOW
1813RP,0.03420547837355984,LOW
1813RV,0.1395890239828177,LOW
1813SA,0.002531217361987668,LOW
1813SQ,0.18673328270932663,LOW
1813TB,0.06058108719490017,LOW
1813TR,0.04820291604036605,LOW
1813UC,0.10207390442744019,LOW
1813US,0.019436819936043764,LOW
1813VD,0.10428750935141301,LOW
1813VT,0.04487203297362249,LOW
1813WU,0.037573504986484485,LOW
1813XV,0.06424042188359708,LOW
1813YA,0.0410537507137728,LOW
1813ZB,0.01327580437562314,LOW
1818AQ,0.02309809939240047,LOW
1818BJ,0.025887870699219384,LOW
1818CK,0.005251658744798795,LOW
1818PH,0.08785270908416828,LOW
1818QA,0.025882662597153334,LOW
18206H,0.37381777606843375,LOW
1820AJ,0.31666500016312626,LOW
18256G,0.021891961160912892,LOW
18256P,0.059181688653321705,LOW
18256V,0.037218920536104656,LOW
18258V,0.009036753741803372,LOW
1825AH,0.01358084433802005,LOW
